Day;Hour;Minute;Second;Mission;srcPoint;dstPoint
0;13;54;38;missEBM;1966;4891
0;13;56;4;missEBM;1524;4891
0;13;57;19;missEBM;1524;2776
0;13;58;36;missEBM;1524;1419
0;14;2;42;missEBM;1977;4725
0;14;3;15;missEBM;1966;2776
0;14;4;7;missEBM;1524;1419
0;14;4;20;missEBM;1966;2846
0;14;5;4;missEBM;1977;4709
0;14;5;21;missEBM;1524;1419
0;14;7;48;missEBM;1977;8940
0;14;7;58;missEBM;1966;4851
0;14;9;33;missEBM;1966;5099
0;14;10;36;missEBM;1966;8938
0;14;10;56;missEBM;1977;4737
0;14;12;6;missEBM;1966;8939
0;14;13;52;missEBM;1966;8940
0;14;14;28;missEBM;1977;4725
0;14;16;27;missEBM;1977;2786
0;14;17;46;missEBM;1524;1419
0;14;18;27;missEBM;1977;2756
0;14;18;38;missEBM;1966;4891
0;14;19;22;missEBM;1966;4709
0;14;20;44;missEBM;1524;1419
0;14;21;58;missEBM;1524;1419
0;14;22;16;missEBM;1966;2776
0;14;23;14;missEBM;1524;1419
0;14;24;26;missEBM;1524;4891
0;14;25;40;missEBM;1524;1419
0;14;26;53;missEBM;1524;1419
0;14;27;46;missEBM;1977;4695
0;14;28;8;missEBM;1524;1419
0;14;28;21;missEBM;1966;4877
0;14;29;21;missEBM;1524;1419
0;14;30;35;missEBM;1524;1419
0;14;31;48;missEBM;1524;1419
0;14;32;14;missEBM;1966;2846
0;14;35;58;missEBM;1524;1419
0;14;36;11;missEBM;1977;4851
0;14;36;15;missEBM;1966;2636
0;14;38;30;missEBM;1524;1419
0;14;39;41;missEBM;1977;4877
0;14;40;21;missEBM;1524;5099
0;14;41;54;missEBM;1966;2776
0;14;42;2;missEBM;1524;1419
0;14;42;9;missEBM;1977;2636
0;14;43;18;missEBM;1524;1419
0;14;45;14;missEBM;1524;1419
0;14;46;0;missEBM;1977;4695
0;14;47;28;missEBM;1977;2846
0;14;47;49;missEBM;1966;2786
0;14;49;1;missEBM;1977;8938
0;14;49;10;missEBM;1524;1419
0;14;49;19;missEBM;1966;4851
0;14;51;18;missEBM;1977;4835
0;14;51;31;missEBM;5192;4709
0;14;51;42;missEBM;1524;2836
0;14;51;49;missEBM;7727;2310
0;14;53;6;missEBM;1524;2636
0;14;53;30;missEBM;1977;4695
0;14;54;16;missEBM;1966;4891
0;14;54;27;missEBM;1524;1419
0;14;55;1;missEBM;1977;2611
0;14;55;44;missEBM;1524;1419
0;14;56;55;missEBM;1524;1419
0;14;58;12;missEBM;1524;1419
0;14;58;15;missEBM;1977;4877
0;14;59;23;missEBM;5194;2876
0;14;59;38;missEBM;1524;1419
0;15;0;52;missEBM;1524;1419
0;15;2;4;missEBM;1524;1419
0;15;2;21;missEBM;5192;4893
0;15;3;19;missEBM;1524;1419
0;15;4;38;missEBM;1524;1419
0;15;5;22;missEBM;5194;4877
0;15;6;2;missEBM;1524;1419
0;15;6;40;missEBM;1977;8939
0;15;8;37;missEBM;5192;2876
0;15;10;33;missEBM;1966;4725
0;15;12;21;missEBM;1524;4807
0;15;13;3;missEBM;5194;2866
0;15;15;51;missEBM;1524;1419
0;15;16;45;missEBM;1966;2816
0;15;17;31;missEBM;1966;2636
0;15;20;8;missEBM;1977;2846
0;15;20;17;missEBM;1966;4737
0;15;21;29;missEBM;1524;1419
0;15;22;1;missEBM;1966;8940
0;15;22;8;missEBM;5194;4879
0;15;22;48;missEBM;1524;1419
0;15;23;14;missEBM;1956;4709
0;15;23;25;missEBM;1966;5099
0;15;24;8;missEBM;1524;1419
0;15;24;35;missEBM;1977;4725
0;15;24;47;missEBM;1966;8938
0;15;25;21;missEBM;1524;1419
0;15;26;37;missEBM;1524;1419
0;15;26;53;missEBM;1966;2856
0;15;27;25;missEBM;5194;2876
0;15;28;16;missEBM;5192;4893
0;15;29;24;missEBM;1948;2310
0;15;29;47;missEBM;1524;4835
0;15;30;15;missEBM;1966;4669
0;15;30;25;missEBM;7727;4711
0;15;31;6;missEBM;1524;1419
0;15;32;55;missEBM;1524;1419
0;15;32;58;missEBM;1956;4695
0;15;33;3;missEBM;1966;8939
0;15;34;27;missEBM;1524;1419
0;15;34;38;missEBM;5194;4877
0;15;34;50;missEBM;1966;8940
0;15;35;21;missEBM;1977;4891
0;15;35;39;missEBM;1524;4807
0;15;36;57;missEBM;1524;1419
0;15;37;41;missEBM;1977;4725
0;15;38;11;missEBM;1524;1419
0;15;38;29;missEBM;1966;4891
0;15;39;27;missEBM;1524;1419
0;15;40;33;missEBM;1966;4709
0;15;40;38;missEBM;1977;8938
0;15;42;29;missEBM;1977;4835
0;15;42;43;missEBM;1966;2846
0;15;44;8;missEBM;1966;4725
0;15;45;38;missEBM;1966;4851
0;15;46;20;missEBM;1977;2836
0;15;47;3;missEBM;1966;4837
0;15;48;7;missEBM;1977;4709
0;15;48;19;missEBM;1966;2846
0;15;49;41;missEBM;1966;4711
0;15;49;46;missEBM;1977;5099
0;15;50;31;missEBM;1524;1419
0;15;51;32;missEBM;1966;4891
0;15;52;17;missEBM;1977;2876
0;15;52;47;missEBM;1966;4835
0;15;53;36;missEBM;1524;1419
0;15;54;19;missEBM;1966;2836
0;15;56;4;missEBM;1977;4891
0;15;56;7;missEBM;1966;4837
0;15;56;12;missEBM;1524;1419
0;15;57;39;missEBM;1524;1419
0;15;58;55;missEBM;1524;2846
0;15;59;10;missEBM;1966;4821
0;16;0;35;missEBM;1524;1419
0;16;1;59;missEBM;1524;1419
0;16;3;12;missEBM;1524;2836
0;16;4;24;missEBM;1524;1419
0;16;4;35;missEBM;1956;8939
0;16;5;39;missEBM;1524;1419
0;16;6;40;missEBM;1948;8940
0;16;7;7;missEBM;1524;1419
0;16;9;23;missEBM;1524;1419
0;16;9;48;missEBM;1956;8938
0;16;10;40;missEBM;1524;1419
0;16;11;53;missEBM;1948;5099
0;16;12;2;missEBM;1524;1419
0;16;12;51;missEBM;1966;4891
